"wdpa_id","screenname","status","stage","name_en","threat_category","threat_sub_category","potential_threat","rating","inside_site","outside_site","assessment_cycle"
"145590","elena","Completed","Published","Pyrénées - Mont Perdu","Human Intrusions and Disturbance","Tourism/ visitors/ recreation","Increase in visitation","Low Threat","1","0","2014"
"191","elena","Completed","Published","Galápagos Islands","Other","Other","Sea level rise","Low Threat","1","0","2014"
"191","elena","Completed","Published","Galápagos Islands","Invasive and Other Problematic Species and Genes","Invasive Non-Native/ Alien Species","New introductions and re-introduction of invasives","Very High Threat","1","0","2014"
"555547987","elena","Completed","Published","Lakes of Ounianga","Human Intrusions and Disturbance","Tourism/ visitors/ recreation","Increase in tourism","Low Threat","1","0","2014"
"555547987","elena","Completed","Published","Lakes of Ounianga","Agriculture and Aquaculture","Crops","Potential development of intensive agriculture","Very Low Threat","1","1","2014"
"555547987","elena","Completed","Published","Lakes of Ounianga","Transportation and Service Corridors","Roads/ Railroads","Commercial traffic","Low Threat","0","1","2014"
"145582","elena","Completed","Published","Cocos Island National Park","Climate Change and Severe Weather","Ocean acidification","Ocean acidification","High Threat","0","1","2014"
"9614","elena","Completed","Published","Sangay National Park","Natural System Modifications","Dams/ Water Management or Use","New dams","High Threat","1","1","2014"
"9614","elena","Completed","Published","Sangay National Park","Climate Change and Severe Weather","Temperature extremes","Climate change","High Threat","1","1","2014"
"9623","elena","Completed","Published","Historic Sanctuary of Machu Picchu","Residential and Commercial Development","Tourism/ Recreation Areas","Building of tourism infrastructure along railroad between Machu Picchu and the Hydroelectric Plant","Very High Threat","0","1","2014"
"9623","elena","Completed","Published","Historic Sanctuary of Machu Picchu","Residential and Commercial Development","Commercial/ Industrial Areas","Building of tourism infrastructure along railroad between Machu Picchu and the Hydroelectric Plant","Very High Threat","0","1","2014"
"2554","elena","Completed","Published","Darién National Park","Transportation and Service Corridors","Roads/ Railroads","Proposed extension of the Inter-American Highway","High Threat","1","1","2014"
"2554","elena","Completed","Published","Darién National Park","Transportation and Service Corridors","Utility / Service Lines","Electricity line connection with Colombia","High Threat","1","1","2014"
"555577559","elena","Completed","Published","Trang An Landscape Complex","Residential and Commercial Development","Housing/ Urban Areas","Urban areas with the property","High Threat","0","0","2014"
"555577559","elena","Completed","Published","Trang An Landscape Complex","Residential and Commercial Development","Tourism/ Recreation Areas","Increasing visitation","Very High Threat","1","0","2014"
"555547990","elena","Completed","Published","Western Ghats","Energy Production and Mining","Mining/ Quarrying","New mines or hydroelectric installations","Low Threat","1","1","2014"
"16791","elena","Completed","Published","Sinharaja Forest Reserve","Climate Change and Severe Weather","Temperature extremes","Climate change related issues, including extreme weather events","Data Deficient","1","0","2014"
"16791","elena","Completed","Published","Sinharaja Forest Reserve","Human Intrusions and Disturbance","Other Activities","Increase of populations in surrounding villages","High Threat","1","0","2014"
"16791","elena","Completed","Published","Sinharaja Forest Reserve","Transportation and Service Corridors","Utility / Service Lines","Construction of communication towers","High Threat","0","1","2014"
"68916","elena","Completed","Published","Yakushima","Biological Resource Use","Logging/ Wood Harvesting","Forestry in adjoining lands","Low Threat","1","0","2014"
"68916","elena","Completed","Published","Yakushima","Invasive and Other Problematic Species and Genes","Hyper-Abundant Species","Deer population may be over-abundant","Data Deficient","1","0","2014"
"902347","elena","Completed","Published","Cape Floral Region Protected Areas","Residential and Commercial Development","Housing/ Urban Areas","Residential and Commercial Development","Low Threat","0","1","2014"
"2012","elena","Completed","Published","Everglades National Park","Biological Resource Use","Fishing / Harvesting Aquatic Resources","Commercial and recreational fishing","Low Threat","1","1","2014"
"2012","elena","Completed","Published","Everglades National Park","Climate Change and Severe Weather","Storms/Flooding","Changes in frequency and severity of hurricanes","High Threat","1","1","2014"
"2012","elena","Completed","Published","Everglades National Park","Transportation and Service Corridors","Utility / Service Lines","Utility lines","Low Threat","0","0","2014"
"2012","elena","Completed","Published","Everglades National Park","Climate Change and Severe Weather","Droughts","Droughts","High Threat","1","1","2014"
"16793","elena","Completed","Published","Nanda Devi and Valley of Flowers National Parks","Human Intrusions and Disturbance","Tourism/ visitors/ recreation","Opening of the site for mountain tourism","Low Threat","1","0","2014"
"900632","elena","Completed","Published","Dorset and East Devon Coast","Energy Production and Mining","Mining/ Quarrying","Quarrying","Low Threat","1","1","2014"
"900632","elena","Completed","Published","Dorset and East Devon Coast","Energy Production and Mining","Oil/ Gas exploration/development","Oil or other chemical spills","Low Threat","1","1","2014"
"900632","elena","Completed","Published","Dorset and East Devon Coast","Other","Other","Construction of shore defences and change of shore dynamics and ecosystems through climate change","High Threat","1","1","2014"
"900632","elena","Completed","Published","Dorset and East Devon Coast","Energy Production and Mining","Renewable Energy","Proposed Navitus Bay Wind Park","High Threat","0","1","2014"
"2571","elena","Completed","Published","Great Barrier Reef","Climate Change and Severe Weather","Temperature extremes","Increased climate change","Very High Threat","1","1","2014"
"2012","elena","Completed","Published","Everglades National Park","Climate Change and Severe Weather","Ocean acidification","Decreasing pH affecting epibionts and macroalgae in western FL Bay affecting sediment production","High Threat","1","1","2014"
"124386","elena","Completed","Published","Lake Baikal","Energy Production and Mining","Mining/ Quarrying","Ore mining","High Threat","1","0","2014"
"124386","elena","Completed","Published","Lake Baikal","Residential and Commercial Development","Tourism/ Recreation Areas","Further increased uncontrolled and irresponsable tourism development","High Threat","1","1","2014"
"124386","elena","Completed","Published","Lake Baikal","Natural System Modifications","Dams/ Water Management or Use","Potential hydroelectric developments on the Selenga and Orkhon Rivers in Mongolia","Data Deficient","0","1","2014"
"124386","elena","Completed","Published","Lake Baikal","Geological Events","Erosion and Siltation/ Deposition","Shoreline erosion","Low Threat","1","0","2014"
"26689","elena","Completed","Published","Canadian Rocky Mountain Parks","Climate Change and Severe Weather","Droughts","Increasing drought frequency","Data Deficient","1","1","2014"
"478638","elena","Completed","Published","The Wadden Sea","Natural System Modifications","Dams/ Water Management or Use","Construction of new dikes or dams to combat sea level rise","Very Low Threat","1","1","2014"
"478638","elena","Completed","Published","The Wadden Sea","Residential and Commercial Development","Commercial/ Industrial Areas","Construction of new harbours and industrial facilities","Very Low Threat","1","1","2014"
"17757","elena","Completed","Published","Wet Tropics of Queensland","Human Intrusions and Disturbance","Tourism/ visitors/ recreation",".continuing high levels of tourism","Low Threat","1","0","2014"
"124387","elena","Completed","Published","Volcanoes of Kamchatka","Residential and Commercial Development","Tourism/ Recreation Areas","Planned development of skiing areas","Low Threat","0","1","2014"
"124387","elena","Completed","Published","Volcanoes of Kamchatka","Energy Production and Mining","Mining/ Quarrying","Plans for additional mining exploration, such as in Bystrinskiy Nature Park","Data Deficient","1","1","2014"
"124387","elena","Completed","Published","Volcanoes of Kamchatka","Energy Production and Mining","Renewable Energy","Two hydropower stations outside the Kronotskiy reserve at Zhupanovaya River","High Threat","1","1","2014"
"2572","elena","Completed","Published","Kakadu National Park","Other","Other","Introduction of disease or pathogens","Low Threat","0","0","2014"
"2572","elena","Completed","Published","Kakadu National Park","Other","Other","Saltwater Intrusion","Data Deficient","0","0","2014"
"2572","elena","Completed","Published","Kakadu National Park","Climate Change and Severe Weather","Temperature extremes","Climate change","Very High Threat","1","1","2014"
